HR Split,Overall
Dates,="9/10/2026"
Games,20

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,4:10 PM,Logan Gilbert,vs,1.29,-0.22,1.67,1.91,9.8%,22.2%,40.0%,27.1%,7.4%,1377
2,1:05 PM,Cristian Javier,@,0.91,-0.20,1.17,1.67,9.7%,12.2%,34.7%,39.2%,7.3%,478
3,1:05 PM,Zack Wheeler,vs,0.54,1.01,-0.13,1.64,6.9%,20.2%,34.8%,27.8%,5.4%,1248
4,7:40 PM,Jared Jones,@,0.47,0.79,-0.05,1.29,8.2%,18.6%,38.8%,27.5%,6.8%,435
5,4:10 PM,Jacob deGrom,@,-0.02,-0.06,-0.11,1.02,7.1%,13.1%,42.7%,26.1%,6.0%,1347
6,12:15 PM,Nick Martinez,@,-0.07,-0.50,0.20,1.14,6.1%,13.5%,33.5%,28.1%,7.2%,1457
7,7:05 PM,Ryan Feltner,@,-0.17,-0.21,-0.15,0.98,7.3%,11.4%,32.5%,29.4%,7.0%,735
8,12:15 PM,Martin Perez,vs,-0.41,1.03,-0.74,0.84,6.0%,14.1%,40.1%,21.1%,5.6%,863
9,7:05 PM,Max Fried,vs,-1.16,-1.46,-0.65,0.53,2.3%,8.4%,27.7%,26.3%,7.9%,1308
10,7:40 PM,Hagen Smith,vs,-1.38,-0.18,-1.23,0.31,1.9%,7.8%,30.2%,26.8%,7.1%,99
