Matchup,STL @ MIN
Pitcher,Matthew Liberatore
Pitcher Team,STL
Opposing Team,MIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,66.1,289,0.286,0.346,0.448,0.162,1.51,11,1.49,9.0%,22.4%,21.1%,18.2%,10.6%,8.28,62.0%,7.5%,9.4%,44.1%,29.7%,16.7%,21.3%
vsLHB,14.2,71,0.328,0.417,0.642,0.313,1.70,6,3.68,4.2%,23.2%,23.9%,21.5%,11.4%,10.43,63.4%,8.2%,13.7%,49.0%,29.4%,33.3%,15.7%
vsRHB,50.1,218,0.271,0.323,0.380,0.109,1.49,5,0.89,10.6%,22.2%,20.2%,17.1%,10.4%,7.87,61.5%,7.2%,7.9%,42.4%,29.8%,11.1%,23.2%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Orlando Arcia RHB,—,N/A,4,14,3.00,1,1,0.286,0.286,0.500,0.214,0.341,-,33.3%,35.7%,19.3%,87.4,238.4,1,1,-,-,22.2%,33.3%,22.2%,71.0,21.4%,21.4%,-,87.5%,33.3%,33.3%,33.3%,33.3%,44.4%,11.1%,44.4%,20.0%
Byron Buxton RHB,—,N/A,18,14,3.80,1,2,0.417,0.500,0.750,0.333,0.524,14.3%,17.9%,21.4%,8.3%,93.1,271.1,2,1,11.1%,11.1%,22.2%,44.4%,33.3%,74.8,50.0%,20.8%,12.5%,96.0%,44.4%,25.0%,22.2%,22.2%,44.4%,33.3%,22.2%,61.5%
Kody Clemens LHB,—,N/A,18,10,3.60,1,1,0.200,0.200,0.500,0.300,0.299,-,18.2%,10.0%,10.0%,94.0,303.6,2,1,11.1%,11.1%,22.2%,44.4%,33.3%,71.8,15.0%,35.0%,20.0%,90.9%,33.3%,33.3%,22.2%,44.4%,55.6%,33.3%,11.1%,30.0%
Tristan Gray LHB,—,N/A,1,10,2.40,1,1,0.222,0.300,0.556,0.333,0.371,-,40.0%,50.0%,21.1%,88.9,309.7,1,1,25.0%,25.0%,25.0%,50.0%,50.0%,73.6,28.6%,14.3%,-,77.8%,50.0%,50.0%,25.0%,25.0%,25.0%,75.0%,-,55.6%
Josh Bell SHB,—,N/A,16,16,4.20,0,0,0.067,0.125,0.067,-,0.101,-,25.6%,31.2%,15.2%,80.0,211.4,0,0,-,-,-,10.0%,10.0%,69.8,3.3%,10.0%,3.3%,76.9%,10.0%,0.0%,10.0%,70.0%,30.0%,40.0%,30.0%,50.0%
Austin Martin RHB,—,N/A,12,14,3.60,0,1,0.182,0.357,0.273,0.091,0.304,7.1%,25.0%,28.6%,9.6%,84.9,239.6,1,1,14.3%,-,-,14.3%,28.6%,67.8,-,33.3%,5.6%,90.0%,42.9%,0.0%,28.6%,-,-,71.4%,28.6%,25.0%
Brooks Lee SHB,,N/A,15,12,4.80,0,0,-,0.167,-,-,0.108,16.7%,35.0%,16.7%,14.6%,86.3,221.8,2,0,-,-,-,25.0%,25.0%,70.1,11.1%,38.9%,-,94.7%,37.5%,0.0%,25.0%,25.0%,25.0%,37.5%,37.5%,10.0%
Royce Lewis RHB,—,N/A,15,10,4.40,0,0,0.125,0.300,0.125,-,0.219,20.0%,36.0%,30.0%,16.7%,80.3,202.0,1,0,-,-,20.0%,20.0%,20.0%,75.4,65.2%,4.3%,4.3%,92.0%,40.0%,0.0%,20.0%,20.0%,40.0%,40.0%,20.0%,23.1%
Ryan Kreidler RHB,—,N/A,10,10,1.80,0,0,0.125,0.300,0.125,-,0.226,10.0%,46.7%,10.0%,17.9%,84.3,325.3,1,0,-,-,-,14.3%,14.3%,75.2,50.0%,21.4%,7.1%,93.3%,14.3%,0.0%,-,85.7%,42.9%,42.9%,14.3%,20.0%
Luke Keaschall RHB,,N/A,10,10,3.40,0,0,0.300,0.300,0.400,0.100,0.305,-,19.0%,20.0%,9.5%,77.4,261.7,1,0,-,-,12.5%,25.0%,75.0%,67.5,5.6%,22.2%,-,85.7%,25.0%,0.0%,50.0%,25.0%,12.5%,-,87.5%,22.2%
Victor Caratini SHB,,N/A,8,8,3.40,0,0,0.125,0.125,0.125,-,0.111,-,41.2%,50.0%,21.9%,78.3,219.2,0,0,-,-,-,-,25.0%,69.6,6.7%,13.3%,-,93.8%,25.0%,0.0%,-,50.0%,-,75.0%,25.0%,50.0%
Alex Jackson RHB,—,N/A,-,7,3.00,0,0,0.167,0.286,0.167,-,0.230,-,38.5%,57.1%,20.0%,63.6,226.3,0,0,-,-,50.0%,-,-,71.7,18.2%,9.1%,-,84.6%,50.0%,0.0%,-,-,50.0%,-,50.0%,66.7%
Trevor Larnach LHB,—,N/A,5,6,3.00,0,0,0.200,0.333,0.200,-,0.256,16.7%,8.3%,-,4.3%,78.4,271.9,2,0,-,-,40.0%,-,40.0%,71.3,-,11.1%,-,75.0%,40.0%,0.0%,40.0%,20.0%,40.0%,60.0%,-,28.6%
