Matchup,CWS @ TEX
Pitcher,Tyler Alexander
Pitcher Team,TEX
Opposing Team,CWS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,42.0,180,0.267,0.299,0.352,0.085,1.33,2,0.43,6.7%,21.3%,20.6%,17.8%,9.8%,7.93,72.1%,6.6%,3.9%,35.2%,22.7%,3.4%,7.8%
vsLHB,17.0,74,0.300,0.307,0.357,0.057,1.41,1,0.53,4.1%,20.8%,17.6%,18.6%,10.0%,6.88,71.6%,8.8%,3.6%,33.9%,19.6%,9.1%,5.4%
vsRHB,24.2,106,0.242,0.293,0.347,0.105,1.30,1,0.36,8.5%,21.6%,22.6%,17.4%,9.7%,8.76,72.4%,5.2%,4.2%,36.1%,25.0%,-,9.7%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Colson Montgomery LHB,,+280,31,4.20,10,1,1,81.7,271.2,1,1,10.0%,10.0%,30.0%,40.0%,30.0%,75.4,61.5%,38.5%,15.4%,92.9%,40.0%,20.0%,50.0%,20.0%,50.0%,70.0%,20.0%,10.0%,37.5%
Sam Antonacci LHB,,+850,12,4.40,10,0,0,83.4,273.2,2,2,-,-,10.0%,30.0%,40.0%,68.9,-,26.7%,13.3%,88.2%,40.0%,20.0%,0.0%,20.0%,60.0%,40.0%,30.0%,30.0%,50.0%
Braden Montgomery SHB,,+670,10,4.20,10,0,0,84.0,256.6,2,0,-,-,10.0%,20.0%,50.0%,70.0,-,38.5%,7.7%,86.7%,70.0%,30.0%,0.0%,40.0%,20.0%,20.0%,40.0%,40.0%,57.1%
Junior Perez RHB,—,N/A,11,1.80,10,0,2,89.5,274.3,4,3,10.0%,-,-,50.0%,10.0%,75.4,63.2%,36.8%,21.1%,95.0%,50.0%,50.0%,0.0%,-,20.0%,-,70.0%,30.0%,25.0%
Randal Grichuk RHB,—,N/A,22,2.80,10,0,0,92.1,199.4,0,0,-,-,20.0%,50.0%,20.0%,74.3,47.4%,31.6%,21.1%,86.4%,40.0%,20.0%,0.0%,20.0%,40.0%,60.0%,10.0%,30.0%,75.0%
Munetaka Murakami LHB,,+296,27,4.40,10,0,0,91.9,268.0,2,0,-,-,20.0%,50.0%,20.0%,74.4,36.8%,31.6%,21.1%,90.5%,60.0%,40.0%,0.0%,20.0%,40.0%,50.0%,30.0%,20.0%,50.0%
Tristan Peters LHB,,+850,2,4.00,10,0,0,71.1,177.1,0,0,-,-,20.0%,10.0%,30.0%,68.5,-,14.3%,-,77.8%,30.0%,10.0%,0.0%,20.0%,50.0%,50.0%,30.0%,20.0%,30.0%
Andrew Benintendi LHB,,+550,10,3.20,10,0,0,83.2,237.0,2,1,10.0%,-,10.0%,40.0%,50.0%,69.3,-,40.0%,26.7%,83.3%,50.0%,20.0%,0.0%,30.0%,30.0%,50.0%,40.0%,10.0%,50.0%
Miguel Vargas RHB,,+390,14,4.40,10,0,0,92.8,280.7,4,3,10.0%,-,20.0%,60.0%,50.0%,73.2,41.7%,50.0%,33.3%,85.7%,80.0%,50.0%,0.0%,30.0%,20.0%,20.0%,50.0%,30.0%,37.5%
Luisangel Acuna RHB,,+960,10,2.20,10,0,0,96.2,260.3,2,0,-,-,10.0%,70.0%,60.0%,73.7,25.0%,50.0%,25.0%,94.1%,70.0%,10.0%,0.0%,60.0%,30.0%,30.0%,60.0%,10.0%,42.9%
Drew Romo SHB,,+800,5,3.00,10,0,1,80.3,227.2,1,0,-,-,20.0%,30.0%,40.0%,68.6,-,31.2%,12.5%,94.1%,40.0%,10.0%,0.0%,30.0%,40.0%,50.0%,40.0%,10.0%,55.6%
Edgar Quero SHB,,+502,9,3.40,10,0,2,91.2,288.1,3,1,10.0%,-,20.0%,50.0%,40.0%,70.7,10.5%,36.8%,26.3%,90.5%,40.0%,30.0%,0.0%,10.0%,40.0%,50.0%,30.0%,20.0%,40.0%
Chase Meidroth RHB,,+900,15,3.80,10,0,0,80.7,203.4,1,0,-,-,30.0%,20.0%,30.0%,70.2,-,33.3%,6.7%,93.8%,40.0%,10.0%,0.0%,30.0%,30.0%,60.0%,20.0%,20.0%,71.4%
